@relation a
@attribute l1 numeric
@attribute l2 numeric
@data
3.31563875149004,0.492779375752434
3.95002205506898,0.124415779486299
3.42389331548475,0.932690291898325
3.2019325371366,0.291727103991434
3.74084979272448,0.758029358228669
3.42807636898942,0.965717280749232
3.47783649363555,0.895684638526291
3.31149821239524,0.117342777084559
3.87998035666533,0.757070065010339
3.97812690702267,0.894485215423629
3.16061633685604,0.928780225105584
3.10927643836476,0.393638440640643
3.48600723128766,0.157177742104977
3.37651016656309,0.262790675042197
3.91977505758405,0.798520647687837
3.41376864770427,0.873177081812173
3.49084432609379,0.679139170562848
3.67112786904909,0.518521388294175
3.38413546700031,0.799136190209538
3.22696087905206,0.189313343958929
3.91539909597486,0.649993472965434
3.37203239789233,0.642234194325283
3.61093511572108,0.174270621268079
3.49687559623271,0.0918784695677459
3.24565553944558,0.512331068748608
3.90524673368782,0.825600806623697
3.12592028384097,0.0556500693783164
3.91116394777782,0.167121805250645
3.03320747450925,0.787574154790491
3.59838990005665,0.444557093083858
3.86234659701586,0.0912890408653766
3.75303756375797,0.385610293596983
3.55567801371217,0.764418174047023
3.25017833500169,0.590492953546345
3.59928676928394,0.333791731158271
3.08001785050146,0.224000943591818
3.27467829198577,0.775578833417967
3.42713134316728,0.889752433402464
3.43212307989597,0.0785197063814849
3.58087531034835,0.479670751374215
3.21968098380603,0.813551956787705
3.52403513109311,0.628018617630005
3.39417091221549,0.330509171122685
3.52094672946259,0.657748170895502
3.96425472688861,0.706155196763575
3.28016157168895,0.00498578208498657
3.72950564161874,0.345845945412293
3.55857248837128,0.47018696856685
3.21234468417242,0.840162361273542
3.7545456176158,0.965900712180883
3.14523864071816,0.471406617201865
3.89284422644414,0.886707315919921
3.50667192321271,0.103571237297729
3.16260079992935,0.0505730498116463
3.25780548970215,0.652493462432176
3.80545063130558,0.762541616568342
3.69222316239029,0.354561683023348
3.94096869928762,0.537932988256216
3.0492510672193,0.743410330498591
3.20502182096243,0.576391074573621
3.48656708793715,0.419937202474102
3.24797589634545,0.438084607478231
3.82865193323232,0.0157819578889757
3.27662030700594,0.368600517977029
3.90426986361854,0.828914571553469
3.30925421742722,0.772112363483757
3.07722139218822,0.278444365831092
3.04726064088754,0.360518782632425
3.92728449776769,0.217196057317778
3.75730370846577,0.725093593588099
3.2117149787955,0.0813364831265062
3.64855900430121,0.20136844762601
3.40408331528306,0.710211566882208
3.8505478259176,0.180738921044394
3.44630283373408,0.485681432066485
3.6102310938295,0.470651978161186
3.7492875342723,0.444965443341061
3.05009276233613,0.367509115952998
3.83605277119204,0.850672658067197
3.37949309870601,0.106190863531083
3.83499144017696,0.964448240119964
3.31807895703241,0.2218967305962
3.29759411257692,0.517956836381927
3.8796163732186,0.750284638023004
3.54918183828704,0.730400401167572
3.87939855852164,0.580394929507747
3.27717867610045,0.858653069939464
3.62655739253387,0.746483662631363
3.9587821837049,0.491279172711074
3.20704670180567,0.773872175021097
3.85067263199016,0.00356786441989243
0.953279335517436,3.94969444000162
0.510023927781731,3.36951009160839
0.738319809548557,3.05596794630401
0.504792578052729,3.62107298150659
0.559478879673406,3.69074063957669
0.870399682316929,3.07988243107684
0.933514914941043,3.10738851921633
0.688712320290506,3.27015000605024
0.0145573585759848,3.98601826862432
0.645389803219587,3.12647350248881
0.700577786657959,3.74385335529223
0.684303903020918,3.84222535439767
0.461034879088402,3.92373891966417
0.184743063291535,3.34378578746691
0.0939820250496268,3.84508998179808
0.458902574842796,3.77410099492408
0.837681470206007,3.80182631011121
0.965294484281912,3.55947798513807
0.0157815518323332,3.04060617391951
0.68448978359811,3.84813737566583
0.404789322521538,3.63008771510795
0.271817921195179,3.2123251974117
0.181502011604607,3.39235226204619
0.502821302972734,3.90023090108298
0.537620076676831,3.10341315018013
0.00490018003620207,3.91988478694111
0.694169212598354,3.12725429586135
0.747185830492526,3.77381750149652
0.665516727836803,3.76260655373335
0.723890481516719,3.94733914337121
0.922895641764626,3.87258212501183
0.480568722821772,3.4611107413657
0.437531916424632,3.9471345031634
0.826279511209577,3.71496181073599
0.762309500016272,3.48289490421303
0.32821541884914,3.86537934769876
0.925374196609482,3.66264856047928
0.714684420498088,3.80122058466077
0.631886454997584,3.82941166288219
0.78448706609197,3.46066541527398
0.886191928759217,3.58225265843794
0.151181182824075,3.33919206936844
0.928513444494456,3.91990264668129
0.44889165321365,3.46469140355475
0.250952561851591,3.26983554870822
0.967383781215176,3.31570352823474
0.971741888672113,3.08611262682825
0.706040783552453,3.19374711532146
0.238080434966832,3.38069212017581
0.560269866138697,3.67544745933264
0.0293492621276528,3.87530191475525
0.925051383906975,3.75080758752301
0.467100936453789,3.67471219669096
0.419440699508414,3.93913009786047
0.335252886638045,3.03910289029591
0.330792152089998,3.10636017215438
0.702481091953814,3.64784526708536
0.16485925600864,3.88166929385625
0.272927782265469,3.57567066187039
0.510034250793979,3.69711612560786
0.0415190269704908,3.55423627630807
0.474889431614429,3.78249687654898
0.773246016586199,3.044926289469
0.964475646847859,3.83175415312871
0.102216489613056,3.83668948034756
0.752863358939067,3.46081172581762
0.962542558321729,3.64295388595201
0.324646590976045,3.55739212734625
0.545623810961843,3.73938722116873
0.576054015895352,3.22322660242207
0.96087849792093,3.8805042875465
0.495655325241387,3.03424552688375
0.35984794376418,3.38161340961233
0.24521326366812,3.76720422273502
0.0103247896768153,3.7304874684196
0.959744432242587,3.60379155306146
0.345907691167668,3.99756599566899
0.51451470842585,3.48827497358434
0.69090349599719,3.90979745099321
0.204752935562283,3.70926454314031
0.484173581236973,3.61092757526785
0.198800191516057,3.83000936475582
0.311889194883406,3.42848537466489
0.995579438982531,3.40372032066807
0.90964270895347,3.70859475852922
0.352925618411973,3.44575419416651
0.69421832379885,3.74561358708888
0.406624000985175,3.17750109243207
0.554712225450203,3.85154768079519
0.223115184810013,3.76276252535172
0.22108665923588,3.22494152514264
0.923085893271491,3.17156146001071
0.842280950164422,3.84606474637985
0.311307371826842,3.58244300959632
0.329609701409936,3.71552698733285
0.896465878933668,3.7440405676607
0.295743090566248,3.10248243669048
0.95450764358975,3.2775726034306
0.431540796998888,3.08539304579608
0.478003658121452,3.5515856014099
3.39974311413243,3.06561199459247
3.43922161823139,3.0232427183073
3.22344189463183,3.36331047164276
3.19194278353825,3.20994323422201
3.88035059440881,3.57210046681575
3.82505695987493,3.38334983191453
3.14804548467509,3.15298333857208
3.19104658951983,3.19958253903314
3.0593575744424,3.837627338944
3.67101055127569,3.45389834418893
3.5411331532523,3.41953147458844
3.26512123062275,3.41927315574139
3.95140807749704,3.61616533715278
3.08958225464448,3.581337536918
3.68376333639026,3.98912809812464
3.73266411270015,3.45400606212206
3.39875593897887,3.49926908290945
3.46670708293095,3.16563587542623
3.93600845709443,3.83639277471229
3.60218192916363,3.63599040405825
3.07433808688074,3.43469435954466
3.16550774942152,3.50844705570489
3.85734392213635,3.33536424930207
3.07364324387163,3.28063593083061
3.74552255263552,3.59574572858401
3.16446543089114,3.22222480131313
3.04033370409161,3.20581343024969
3.22753329295665,3.34480606089346
3.73466158681549,3.66469675279222
3.82710113259964,3.33297056006268
3.07375105842948,3.42313679098152
3.75739960395731,3.64530113711953
3.3857760601677,3.71087763342075
3.93313872604631,3.12834640871733
3.33481438178569,3.85576204420067
3.64077453035861,3.01670179492794
3.24858971498907,3.49001254723407
3.45809371769428,3.86150068719871
3.63483842276037,3.09476961917244
3.45756142470054,3.8417904372327
3.50716205383651,3.94468921609223
3.66735949157737,3.9954633358866
3.28235637047328,3.81122328038327
3.61574056954123,3.73272659699433
3.30679992213845,3.64196612057276
3.7552050545346,3.31107330159284
3.54526709765196,3.21229354501702
3.22768668015487,3.60389547981322
3.42820887337439,3.29196741199121
3.90318853547797,3.4151634525042
3.90648736525327,3.73350522713736
3.85126959509216,3.97967121819966
3.16112903435715,3.31553542381153
3.19245804636739,3.59271715045907
3.85683056036942,3.07317998353392
3.27801834698766,3.18394970614463
3.87779960455373,3.1962193287909
3.35732348472811,3.55436390917748
3.51814236398786,3.04506112029776
3.1559000692796,3.19193334761076
3.44456870295107,3.20343135041185
3.99143931479193,3.11757686175406
3.66681699338369,3.29475917364471
3.68810884817503,3.88765045488253
3.26362802879885,3.11770029366016
3.40395274013281,3.45895949122496
3.52420304482803,3.27360855974257
3.73702370398678,3.49639329710044
3.57655764487572,3.6416798394639
3.07353605213575,3.64566508866847
3.26054924563505,3.03525111428462
3.30228011426516,3.39036393491551
3.01443643122911,3.73652554024011
3.79510367498733,3.39455254888162
3.63682383694686,3.7367552658543
3.39378963038325,3.37992174271494
3.2554650332313,3.640041410923
3.80411465652287,3.1395697183907
3.89570767385885,3.98623819719069
3.59754481352866,3.52823402523063
3.30400892277248,3.402682621032
3.44094283715822,3.27898500487208
3.60421981150284,3.85556437983178
3.91365778120235,3.07502179010771
3.90327681298368,3.9750484758988
3.8033878991846,3.73439065553248
3.64900718815625,3.59677817602642
3.38431246438995,3.6426622455474
3.76601186953485,3.89826836669818
3.27312283823267,3.41619818028994
3.4636555260513,3.37363430997357
3.22591501520947,3.26691552670673
3.94248430547304,3.8531232313253
3.49305908824317,3.92617288348265
3.0278140171431,3.32739851833321
3.04983509425074,3.69900839449838
3.83940707100555,3.03903958341107
3.16394015587866,3.93526033544913
3.12065424071625,3.82988197822124
3.40775488549843,3.35893342830241
